,Unnamed: 0,p_state,p_county,ylat,xlong,p_area,p_tech_sec,p_axis,p_azimuth,p_tilt,p_cap_ac,p_cap_dc,p_type,p_agrivolt,p_zscore,efficiency
165,165,MN,Dakota,44.65639877,-93.10800171,21381,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.0923174,6.547869603853888e-05
166,166,MN,Winona,43.85810089,-91.32540131,22785,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.185919,6.144393241167435e-05
167,167,MN,Goodhue,44.29069901,-92.72370148,28388,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.467258,4.9316612653233755e-05
168,168,MN,Douglas,45.84059906,-95.14800262,29311,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.503285,4.7763638224557333e-05
169,169,MN,Winona,43.86579895,-91.32710266,22176,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.146774,6.313131313131313e-05
170,170,MN,Stearns,45.51250076,-95.11430359,25172,c-si,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.228928,5.9590020657873826e-05
171,171,MN,Winona,43.9756012,-92.03170013,47645,thin-film,single-axis,180,25.0,2.0,2.7,greenfield,non-agrivoltaic,-0.296689,5.6669115332143984e-05
172,172,MN,Wabasha,44.36289978,-92.0223999,31609,thin-film,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.583842,4.429118289094878e-05
173,173,MN,Winona,44.12310028,-91.90090179,31148,thin-film,single-axis,180,35.0,1.0,1.4,greenfield,non-agrivoltaic,-0.568635,4.494670604854244e-05
174,174,MN,Stearns,45.5245018,-94.29429626,86698,c-si,fixed-tilt,180,0.0,3.0,4.0,greenfield,agrivoltaic,-0.541017,4.613716579390528e-05
175,175,MN,McLeod,44.90340042,-94.02880096,22784,c-si,fixed-tilt,180,20.0,1.0,1.0,greenfield,non-agrivoltaic,-0.593138,4.3890449438202246e-05
176,176,MN,McLeod,44.9007988,-94.02970123,113545,thin-film,fixed-tilt,155,,4.5,6.5,greenfield,non-agrivoltaic,-0.283305,5.724602580474702e-05
177,177,MN,Stearns,45.52500153,-94.28199768,56336,c-si,fixed-tilt,180,83.0,5.0,7.0,greenfield,non-agrivoltaic,1.27121,0.00012425447316103378
178,178,MN,Chisago,45.48590088,-92.77420044,27062,c-si,single-axis,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.325475,5.542827581110044e-05
179,179,MN,Rice,44.23709869,-93.39179993,27772,c-si,single-axis,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.358349,5.401123433674204e-05
180,180,MN,Chisago,45.48970032,-92.79940033,30633,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.551105,4.570234714197108e-05
181,181,MN,Scott,44.66939926,-93.50520325,29425,c-si,single-axis,180,20.0,1.0,1.5,greenfield,non-agrivoltaic,-0.428738,5.097706032285471e-05
182,182,MN,Goodhue,44.55070114,-92.65979767,121367,c-si,single-axis,180,20.0,4.5,6.3,greenfield,non-agrivoltaic,-0.407125,5.19086736921898e-05
183,183,MN,Scott,44.6556015,-93.49780273,15986,c-si,single-axis,180,25.0,1.0,1.0,greenfield,non-agrivoltaic,-0.16015,6.255473539346929e-05
184,184,MN,Carver,44.81549835,-93.78549957,26750,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.397202,5.233644859813084e-05
185,185,MN,Carver,44.71979904,-93.78559875,27269,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.42031,5.134034984781253e-05
186,186,MN,Carver,44.84640121,-93.84770203,28999,c-si,single-axis,180,28.0,1.0,1.4,greenfield,non-agrivoltaic,-0.491364,4.827752681126935e-05
187,187,MN,Chisago,45.48609924,-92.87590027,26429,c-si,single-axis,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,-0.382455,5.297211396571947e-05
188,188,MN,Blue Earth,44.09209824,-94.04679871,17673,c-si,single-axis,180,25.0,1.0,1.0,greenfield,non-agrivoltaic,-0.298675,5.6583488937927916e-05
189,189,MN,Carver,44.83929825,-93.88240051,28621,c-si,single-axis,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.476572,4.891513224555396e-05
190,190,MN,Rice,44.53070068,-93.39489746,28704,c-si,single-axis,180,,1.0,1.4,greenfield,agrivoltaic,-0.479853,4.87736900780379e-05
191,191,MN,Rice,44.53170013,-93.34829712,27267,c-si,single-axis,180,43.0,1.0,1.4,greenfield,non-agrivoltaic,-0.420222,5.1344115597608825e-05
192,192,MN,Chisago,45.47570038,-92.89040375,114914,thin-film,fixed-tilt,185,,4.5,6.5,greenfield,non-agrivoltaic,-0.299127,5.6564039194528085e-05
193,193,MN,Sherburne,45.33470154,-93.79180145,61579,c-si,fixed-tilt,180,,5.0,6.9,greenfield,non-agrivoltaic,0.988108,0.00011205118628103738
194,194,MN,Stearns,45.52830124,-94.29679871,30699,unknown,,180,15.0,5.0,6.5,greenfield,non-agrivoltaic,3.3006101,0.0002117332812143718
195,195,MN,Rice,44.29650116,-93.0632019,62648,c-si,fixed-tilt,180,20.0,3.0,3.9,greenfield,non-agrivoltaic,-0.167159,6.22525858766441e-05
196,196,MN,Waseca,44.06850052,-93.57039642,148028,c-si,fixed-tilt,180,0.0,7.4,7.0,greenfield,non-agrivoltaic,-0.514311,4.728835085254141e-05
197,197,MN,Chisago,45.32699966,-92.93470001,99119,c-si,fixed-tilt,180,0.0,5.0,6.5,greenfield,non-agrivoltaic,-0.0900197,6.557773988841696e-05
198,198,MN,Kandiyohi,44.93239975,-95.19360352,27702,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.438926,5.053786730199985e-05
199,199,MN,Lyon,44.46989822,-95.66130066,1301869,c-si,fixed-tilt,180,20.0,62.25,93.4,greenfield,non-agrivoltaic,0.053007,7.174300947330339e-05
200,200,MN,Morrison,46.09109879,-94.34020233,204207,thin-film,fixed-tilt,180,,10.8,13.1,greenfield,non-agrivoltaic,-0.123128,6.415059229115555e-05
201,201,MN,Benton,45.62099838,-94.18450165,93807,c-si,fixed-tilt,180,,5.0,7.5,greenfield,non-agrivoltaic,0.243431,7.995138955515047e-05
202,202,MN,Washington,45.2560997,-92.89550018,92489,c-si,fixed-tilt,180,,5.0,6.5,greenfield,non-agrivoltaic,0.0190351,7.027862772870287e-05
203,203,MN,Blue Earth,43.93330002,-93.96219635,91557,c-si,fixed-tilt,180,,3.5,7.2,greenfield,non-agrivoltaic,0.212998,7.863953602673745e-05
204,204,MN,Lyon,44.23469925,-95.63159943,8280,thin-film,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,2.5913301,0.00018115942028985507
205,205,MN,Lyon,44.23500061,-95.63289642,19405,thin-film,single-axis,180,20.0,2.7,3.9,greenfield,non-agrivoltaic,3.0511301,0.0002009791290904406
206,206,MN,Dodge,44.04000092,-92.69000244,97998,c-si,fixed-tilt,180,0.0,5.0,7.5,greenfield,non-agrivoltaic,0.16411,7.653217412600258e-05
207,207,MN,Dodge,44.04270172,-92.69080353,21653,thin-film,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.0042602,6.927446543204174e-05
208,208,MN,Dodge,44.04270172,-92.68910217,16628,c-si,fixed-tilt,180,12.0,1.0,1.3,greenfield,non-agrivoltaic,0.202369,7.818138080346404e-05
209,209,MN,Dakota,44.65629959,-93.11139679,15489,c-si,fixed-tilt,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,0.485518,9.038672606365807e-05
210,210,MN,Chisago,45.38800049,-92.67990112,106700,c-si,fixed-tilt,180,25.0,5.0,6.5,greenfield,non-agrivoltaic,-0.198109,6.091846298031865e-05
211,211,MN,Carver,44.80799866,-93.87059784,71514,c-si,fixed-tilt,180,25.0,3.0,4.2,greenfield,non-agrivoltaic,-0.248885,5.872975920798725e-05
212,212,MN,Blue Earth,44.18050003,-93.97019959,41297,c-si,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.824887,3.390076761023803e-05
213,213,MN,Steele,44.09339905,-93.40509796,38565,c-si,fixed-tilt,180,0.0,3.4,5.0,greenfield,non-agrivoltaic,1.39641,0.0001296512381693245
214,214,MN,Carver,44.87530136,-93.81520081,20016,c-si,fixed-tilt,180,25.0,1.0,1.4,greenfield,agrivoltaic,0.0112732,6.994404476418865e-05
215,215,MN,Stearns,45.42839813,-94.82309723,25937,thin-film,fixed-tilt,180,25.0,1.0,1.5,greenfield,non-agrivoltaic,-0.269701,5.783244014342445e-05
216,216,MN,Dodge,44.05089951,-92.96099854,19230,thin-film,fixed-tilt,180,,1.0,1.5,greenfield,non-agrivoltaic,0.198234,7.800312012480499e-05
217,217,MN,McLeod,44.94530106,-94.08229828,68510,c-si,fixed-tilt,180,,3.0,4.2,greenfield,non-agrivoltaic,-0.189144,6.130491898992848e-05
218,218,MN,Wright,45.17679977,-93.68509674,14912,c-si,fixed-tilt,180,,1.0,1.4,landfill,non-agrivoltaic,0.566654,9.388412017167381e-05
219,219,MN,Wright,45.17499924,-93.68470001,21329,c-si,fixed-tilt,180,0.0,1.0,1.4,landfill,non-agrivoltaic,-0.0886141,6.563833278634722e-05
220,220,MN,Wright,45.17520142,-93.68280029,17514,c-si,fixed-tilt,180,20.0,1.0,1.4,landfill,non-agrivoltaic,0.243076,7.993605115907273e-05
221,221,MN,Wright,45.17509842,-93.67939758,20517,c-si,fixed-tilt,180,20.0,1.0,1.4,landfill,non-agrivoltaic,-0.0283491,6.82360968952576e-05
222,222,MN,Wright,45.17689896,-93.67919922,20557,c-si,fixed-tilt,180,0.0,1.0,1.4,landfill,non-agrivoltaic,-0.0314293,6.810332246923188e-05
223,223,MN,Winona,43.86529922,-91.32920074,17554,c-si,single-axis,180,25.0,1.0,1.3,greenfield,non-agrivoltaic,0.106693,7.405719494132392e-05
224,224,MN,Douglas,45.83940125,-95.14820099,19643,c-si,single-axis,180,20.0,1.0,1.3,greenfield,non-agrivoltaic,-0.076017,6.618133686300464e-05
225,225,MN,Goodhue,44.29230118,-92.72280121,18944,c-si,fixed-tilt,180,20.0,1.0,1.4,greenfield,non-agrivoltaic,0.103094,7.390202702702702e-05
226,226,MN,Winona,43.85900116,-91.32430267,15332,c-si,fixed-tilt,180,28.0,1.0,1.4,greenfield,non-agrivoltaic,0.50699,9.131228802504565e-05
227,227,MN,Blue Earth,44.10110092,-94.05239868,17590,c-si,single-axis,180,15.0,1.0,1.0,greenfield,non-agrivoltaic,-0.292481,5.6850483229107444e-05
228,228,MN,Sherburne,45.51860046,-94.12390137,58051,c-si,fixed-tilt,180,,3.0,4.2,greenfield,non-agrivoltaic,0.0670925,7.235017484625588e-05
229,229,MN,Murray,43.97769928,-95.76740265,15207,c-si,fixed-tilt,180,,1.7,2.0,greenfield,non-agrivoltaic,1.43972,0.00013151837969356216
230,230,MN,Dodge,44.05089951,-92.9897995,85533,thin-film,fixed-tilt,185,,3.6,5.2,greenfield,non-agrivoltaic,-0.200968,6.0795248617492665e-05
231,231,MN,Chippewa,44.94990158,-95.49700165,47637,thin-film,fixed-tilt,185,,1.8,2.6,greenfield,non-agrivoltaic,-0.345167,5.457942355731889e-05
232,232,MN,Chisago,45.30160141,-92.8010025,64904,thin-film,fixed-tilt,185,,2.7,3.9,greenfield,non-agrivoltaic,-0.217358,6.00887464563047e-05
233,233,MN,Blue Earth,43.90869904,-93.92569733,74207,thin-film,fixed-tilt,185,,2.7,3.9,greenfield,non-agrivoltaic,-0.392115,5.2555688816418936e-05
234,234,MN,Redwood,44.41460037,-94.90840149,70883,thin-film,fixed-tilt,185,,2.7,3.9,greenfield,non-agrivoltaic,-0.334941,5.502024462847227e-05
235,235,MN,Kandiyohi,44.93489838,-94.85700226,45807,thin-film,fixed-tilt,185,,1.8,2.6,greenfield,non-agrivoltaic,-0.294583,5.675988386054533e-05
236,236,MN,Pope,45.63999939,-95.34390259,113342,thin-film,fixed-tilt,185,,4.5,6.5,greenfield,non-agrivoltaic,-0.280927,5.734855569868187e-05
237,237,MN,Chippewa,44.94680023,-95.69360352,87366,thin-film,single-axis,180,0.0,3.6,5.2,greenfield,non-agrivoltaic,-0.230558,5.9519721630840374e-05
238,238,MN,Blue Earth,44.20690155,-93.98000336,111667,thin-film,fixed-tilt,180,,4.5,6.5,greenfield,non-agrivoltaic,-0.260971,5.820878146632398e-05
239,239,MN,Wabasha,44.27920151,-92.40339661,83010,thin-film,fixed-tilt,180,,3.6,5.2,greenfield,non-agrivoltaic,-0.158101,6.2643055053608e-05
240,240,MN,Chippewa,44.94820023,-95.3864975,15396,thin-film,fixed-tilt,180,60.0,1.0,1.5,greenfield,non-agrivoltaic,0.648865,9.742790335151988e-05
241,241,MN,Chippewa,44.95560074,-95.35970306,26484,c-si,fixed-tilt,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.385007,5.286210542214167e-05
242,242,MN,Stearns,45.52059937,-94.26380157,139328,c-si,single-axis,180,0.0,5.0,7.5,greenfield,non-agrivoltaic,-0.362557,5.382981166743225e-05
243,243,MN,Rice,44.23429871,-93.27529907,106787,c-si,single-axis,180,32.0,4.0,5.7,greenfield,non-agrivoltaic,-0.373055,5.337728375176754e-05
244,244,MN,Rice,44.41529846,-93.15229797,65696,c-si,single-axis,180,,5.0,7.2,greenfield,non-agrivoltaic,0.931144,0.0001095957135898685
245,245,MN,Rice,44.22729874,-93.39569855,54134,c-si,single-axis,180,0.0,2.0,2.9,greenfield,non-agrivoltaic,-0.368567,5.357076883289615e-05
246,246,MN,Winona,44.104599,-91.86849976,19920,c-si,fixed-tilt,180,,1.0,1.0,greenfield,non-agrivoltaic,-0.446746,5.020080321285141e-05
247,247,MN,Washington,44.94630051,-92.81060028,26198,c-si,single-axis,180,15.0,1.0,1.4,greenfield,non-agrivoltaic,-0.371619,5.34391938315902e-05
248,248,MN,Waseca,44.09030151,-93.55410004,24511,unknown,,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.286294,5.7117212680021213e-05
249,249,MN,Blue Earth,44.18370056,-93.8655014,19188,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,0.0812923,7.29622680842193e-05
250,250,MN,Sherburne,45.5196991,-94.13240051,28974,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.490397,4.831918271553806e-05
251,251,MN,Carver,44.68190002,-93.76270294,31342,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.575089,4.466849594792929e-05
252,252,MN,Benton,45.62590027,-94.04589844,21199,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.0792761,6.604085098353696e-05
253,253,MN,Pope,45.49980164,-95.13700104,30310,c-si,single-axis,180,10.0,1.0,1.4,greenfield,non-agrivoltaic,-0.539806,4.618937644341801e-05
254,254,MN,Meeker,45.14089966,-94.74299622,28734,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.481035,4.872276745319134e-05
255,255,MN,Washington,45.23329926,-92.89459991,28784,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.482998,4.863813229571984e-05
256,256,MN,Chippewa,44.9620018,-95.74569702,29796,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.521321,4.69861726406229e-05
257,257,MN,Clay,46.97539902,-96.49909973,24428,c-si,single-axis,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.281791,5.731128213525462e-05
258,258,MN,Clay,47.02149963,-96.47979736,24698,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.296326,5.668475180176532e-05
259,259,MN,Clay,46.99969864,-96.49819946,24640,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.293231,5.681818181818181e-05
260,260,MN,Redwood,44.42770004,-94.92970276,24820,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.30279,5.6406124093473e-05
261,261,MN,Redwood,44.44960022,-94.92379761,25627,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.343997,5.4629882545752524e-05
262,262,MN,Steele,44.12129974,-93.26879883,23451,c-si,single-axis,180,25.0,1.0,1.0,greenfield,non-agrivoltaic,-0.622099,4.2642104814293634e-05
263,263,MN,Carver,44.70320129,-93.78669739,24506,unknown,,180,0.0,3.0,1.4,greenfield,non-agrivoltaic,-0.286023,5.7128866400065284e-05
264,264,MN,Chippewa,44.93560028,-95.25160217,24583,c-si,single-axis,180,30.0,1.0,1.0,greenfield,non-agrivoltaic,-0.667651,4.067851767481593e-05
265,265,MN,Clay,46.98880005,-96.49819946,23776,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.245332,5.8882907133243606e-05
266,266,MN,Dodge,43.98939896,-92.8572998,27140,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.414649,5.158437730287398e-05
267,267,MN,Douglas,45.84680176,-95.14920044,24074,c-si,fixed-tilt,180,,1.0,1.0,greenfield,non-agrivoltaic,-0.647699,4.153858934950569e-05
268,268,MN,Lyon,44.22539902,-95.68499756,24330,unknown,,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.276436,5.7542129058775174e-05
269,269,MN,Stearns,45.62749863,-94.59259796,52838,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.996666,2.6496082364964606e-05
270,270,MN,Scott,44.59289932,-93.84809875,23009,c-si,fixed-tilt,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.0989712,6.51918814376983e-05
271,271,MN,Scott,44.59289932,-93.84660339,22323,c-si,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.052495,6.719526945303051e-05
272,272,MN,Scott,44.59289932,-93.8451004,23513,c-si,fixed-tilt,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.131389,6.379449666142135e-05
273,273,MN,Redwood,44.42229843,-94.92320251,25306,unknown,,180,25.0,1.4,1.6,greenfield,non-agrivoltaic,-0.144575,6.322611238441477e-05
274,274,MN,Redwood,44.41149902,-95.00800323,22204,c-si,single-axis,180,25.0,1.0,1.2,greenfield,non-agrivoltaic,-0.357581,5.4044316339398307e-05
275,275,MN,Le Sueur,44.20230103,-93.58329773,25510,unknown,,180,30.0,1.0,1.4,greenfield,non-agrivoltaic,-0.338184,5.4880439043512344e-05
276,276,MN,Le Sueur,44.21689987,-93.58260345,24182,unknown,,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.268266,5.789430154660491e-05
277,277,MN,Washington,44.88090134,-92.9661026,58702,c-si,fixed-tilt,180,15.0,3.0,4.0,greenfield,non-agrivoltaic,-0.0305604,6.814077884910225e-05
278,278,MN,Kandiyohi,45.0080986,-95.22969818,22043,thin-film,single-axis,180,25.0,1.0,1.5,greenfield,non-agrivoltaic,-0.0326939,6.804881368234814e-05
279,279,MN,Kandiyohi,44.93709946,-94.90440369,23572,unknown,,180,25.0,1.0,1.5,greenfield,non-agrivoltaic,-0.135093,6.3634820974037e-05
280,280,MN,Dakota,44.47340012,-93.20220184,26969,thin-film,single-axis,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.321041,5.561941488375542e-05
281,281,MN,Blue Earth,44.20529938,-93.97910309,25102,unknown,,180,20.0,1.0,1.5,greenfield,non-agrivoltaic,-0.225072,5.9756194725519877e-05
282,282,MN,Renville,44.79539871,-95.20269775,25267,thin-film,single-axis,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.234125,5.9365971425179085e-05
283,283,MN,Kandiyohi,44.96480179,-95.22930145,26385,thin-film,single-axis,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.292481,5.6850483229107444e-05
284,284,MN,Stearns,45.50749969,-95.12740326,24356,thin-film,single-axis,180,6.0,1.0,1.5,greenfield,non-agrivoltaic,-0.182612,6.158646740022992e-05
285,285,MN,Wabasha,44.27999878,-92.38999939,20035,c-si,fixed-tilt,180,,0.9,1.3,greenfield,non-agrivoltaic,-0.106057,6.48864487147492e-05
286,286,MN,Pope,45.6568985,-95.52870178,15407,c-si,fixed-tilt,180,25.0,1.0,1.3,greenfield,non-agrivoltaic,0.346106,8.437723112870773e-05
287,287,MN,Pope,45.65019989,-95.53309631,14262,c-si,fixed-tilt,180,20.0,1.0,1.3,greenfield,non-agrivoltaic,0.503256,9.115131117655308e-05
288,288,MN,Chippewa,44.94430161,-95.34960175,30868,thin-film,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.559176,4.535441233640015e-05
289,289,MN,Pope,45.71770096,-95.26439667,15272,c-si,fixed-tilt,180,25.0,1.0,1.3,greenfield,non-agrivoltaic,0.363409,8.512310110005238e-05
290,290,MN,Sibley,44.67449951,-94.00849915,17810,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,0.0819983,7.299270072992701e-05
291,291,MN,Olmsted,44.0243988,-92.64209747,26448,c-si,fixed-tilt,177,,1.0,1.4,greenfield,non-agrivoltaic,-0.383338,5.29340592861464e-05
292,292,MN,Sherburne,45.49890137,-94.10829926,40587,unknown,,180,0.0,1.0,1.5,greenfield,non-agrivoltaic,-0.753971,3.695764653706852e-05
293,293,MN,Pope,45.67150116,-95.51159668,25700,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.347597,5.447470817120622e-05
294,294,MN,McLeod,44.79100037,-94.08229828,26484,unknown,,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.385007,5.286210542214167e-05
295,295,MN,Rice,44.41659927,-93.22000122,16509,thin-film,fixed-tilt,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,0.355965,8.480222908716457e-05
296,296,MN,Goodhue,44.27299881,-92.55269623,26298,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.376333,5.323598752756863e-05
297,297,MN,Wright,45.30530167,-94.08750153,26681,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.394062,5.2471796409429926e-05
298,298,MN,Le Sueur,44.33679962,-93.915802,20518,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.0284263,6.823277122526561e-05
299,299,MN,Wright,45.0862999,-94.21179962,24447,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.282825,5.7266740295332756e-05
300,300,MN,Stearns,45.40650177,-94.6977005,26934,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.405496,5.1978911413083835e-05
301,301,MN,Goodhue,44.29040146,-92.72750092,25632,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.344244,5.461922596754057e-05
302,302,MN,Sherburne,45.42089844,-94.00769806,27681,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.438037,5.0576207506954224e-05
303,303,MN,Red Lake,47.86959839,-96.32029724,11950,c-si,fixed-tilt,180,,1.0,1.0,greenfield,non-agrivoltaic,0.329977,8.368200836820084e-05
304,304,MN,Dodge,43.91759872,-92.86250305,26645,unknown,,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.392417,5.254269093638581e-05
305,305,MN,Rice,44.45510101,-93.1230011,25044,unknown,,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.314494,5.590161316083692e-05
306,306,MN,Sherburne,45.42359924,-94.02110291,27397,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.425874,5.1100485454611814e-05
307,307,MN,Benton,45.67750168,-93.92199707,26497,unknown,,180,,1.0,1.0,greenfield,non-agrivoltaic,-0.735819,3.7740121523191305e-05
308,308,MN,Benton,45.63359833,-94.05390167,27292,unknown,,180,28.0,1.0,1.5,greenfield,non-agrivoltaic,-0.336311,5.496116077971567e-05
309,309,MN,Benton,45.66080093,-93.93740082,32455,c-si,fixed-tilt,180,,1.0,1.4,greenfield,non-agrivoltaic,-0.610626,4.313665074718841e-05
310,310,MN,Steele,44.12549973,-93.28269959,25014,unknown,,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.220196,5.996641880546894e-05
311,311,MN,Sherburne,45.42079926,-94.0102005,27560,c-si,single-axis,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,-0.432886,5.079825834542816e-05
312,312,MN,Goodhue,44.29430008,-92.73400116,26471,c-si,single-axis,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.384405,5.288806618563711e-05
313,313,MN,Rice,44.25019836,-93.26959991,24608,c-si,single-axis,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,-0.38579,5.2828348504551365e-05
314,314,MN,Waseca,44.00680161,-93.49420166,23117,unknown,,180,28.0,1.0,1.2,contaminated,non-agrivoltaic,-0.407098,5.190984989401739e-05
315,315,MN,Dakota,44.47679901,-93.15419769,15142,c-si,fixed-tilt,180,0.0,1.0,1.3,greenfield,non-agrivoltaic,0.380363,8.58539162594109e-05
316,316,MN,Rice,44.46920013,-93.13059998,23995,unknown,,180,0.0,1.0,1.2,greenfield,non-agrivoltaic,-0.451163,5.001041883725776e-05
317,317,MN,Pope,45.64220047,-95.35289764,28792,thin-film,single-axis,180,,1.0,1.5,greenfield,non-agrivoltaic,-0.402738,5.2097804945818285e-05
318,318,MN,Goodhue,44.28379822,-92.68530273,28381,unknown,,180,0.0,1.0,1.4,greenfield,non-agrivoltaic,-0.466976,4.93287762939995e-05
319,319,MN,Olmsted,44.02479935,-92.67369843,27044,c-si,single-axis,180,20.0,1.0,1.5,greenfield,non-agrivoltaic,-0.324619,5.546516787457477e-05
320,320,MN,Benton,45.65919876,-93.93170166,14730,unknown,,180,25.0,1.0,1.4,greenfield,non-agrivoltaic,0.593565,9.504412763068566e-05
